day,start time quarter hour,wind generation in MW
46,06:45,3.77
46,07:00,0.77
46,07:15,4.51
46,07:30,4.14
46,07:45,2.14
46,08:00,4.51
46,08:15,2.51
46,08:30,5.98
46,08:45,5.46
46,09:00,6.93
46,09:15,10.04
46,09:30,9.52
46,09:45,13.73
46,10:00,18.05
46,10:15,21.11
46,10:30,18.11
46,10:45,22.43
46,11:00,28.34
46,11:15,23.91
46,11:30,30.34
46,11:45,36.50
46,12:00,36.24
46,12:15,35.50
46,12:30,41.41
46,12:45,34.61
46,13:00,33.13
46,13:15,32.76
46,13:30,37.35
46,13:45,33.98
46,14:00,29.92
46,14:15,42.88
46,14:30,30.70
46,14:45,32.39
46,15:00,34.03
46,15:15,42.88
46,15:30,48.05
46,15:45,49.11
46,16:00,45.05
46,16:15,41.25
46,16:30,37.35
46,16:45,34.72
46,17:00,39.56
46,17:15,35.72
46,17:30,36.98
46,17:45,31.29
46,18:00,36.45
46,18:15,33.18
46,18:30,32.39
46,18:45,34.98
46,19:00,26.23
46,19:15,29.97
46,19:30,24.65
46,19:45,31.34
46,20:00,27.38
46,20:15,27.70
46,20:30,29.81
46,20:45,33.13
46,21:00,31.07
46,21:15,37.35
46,21:30,39.51
46,21:45,36.61
46,22:00,35.82
46,22:15,21.06
46,22:30,34.29
46,22:45,36.45
46,23:00,32.03
46,23:15,25.91
46,23:30,21.69
46,23:45,21.74
47,00:00,25.17
47,00:15,27.38
47,00:30,23.54
47,00:45,27.97
47,01:00,23.17
47,01:15,21.85
47,01:30,28.01
47,01:45,25.91
47,02:00,23.69
47,02:15,18.37
47,02:30,20.22
47,02:45,18.53
47,03:00,17.27
47,03:15,14.05
47,03:30,13.94
47,03:45,16.68
47,04:00,14.68
47,04:15,12.47
47,04:30,8.89
47,04:45,9.52
47,05:00,9.52
47,05:15,8.04
47,05:30,7.67
47,05:45,10.41
47,06:00,8.20
47,06:15,5.83
47,06:30,7.83
47,06:45,9.56
47,07:00,7.09
47,07:15,8.09
47,07:30,5.46
47,07:45,8.56
47,08:00,5.83
47,08:15,4.35
47,08:30,3.98
47,08:45,3.98
47,09:00,2.24
47,09:15,8.20
47,09:30,6.72
47,09:45,6.20
47,10:00,9.56
47,10:15,9.20
47,10:30,9.20
47,10:45,6.56
47,11:00,7.78
47,11:15,13.36
47,11:30,12.62
47,11:45,8.20
47,12:00,6.30
47,12:15,9.89
47,12:30,10.41
47,12:45,8.56
47,13:00,12.84
47,13:15,15.21
47,13:30,12.99
47,13:45,12.62
47,14:00,12.99
47,14:15,19.16
47,14:30,9.15
47,14:45,18.05
47,15:00,12.47
47,15:15,22.11
47,15:30,13.94
47,15:45,18.42
47,16:00,12.10
47,16:15,15.79
47,16:30,15.16
47,16:45,13.94
47,17:00,11.52
47,17:15,8.93
47,17:30,8.20
47,17:45,9.30
47,18:00,10.30
47,18:15,5.20
47,18:30,9.56
47,18:45,4.72
47,19:00,6.35
47,19:15,3.98
47,19:30,4.87
47,19:45,4.87
47,20:00,0.77
47,20:15,2.51
47,20:30,4.14
47,20:45,3.40
47,21:00,5.14
47,21:15,2.14
47,21:30,5.14
47,21:45,5.61
47,22:00,6.61
47,22:15,3.61
47,22:30,3.61
47,22:45,5.46
47,23:00,6.72
47,23:15,7.30
47,23:30,11.04
47,23:45,11.41
48,00:00,11.36
48,00:15,14.73
48,00:30,18.53
48,00:45,14.10
48,01:00,11.47
48,01:15,16.31
48,01:30,17.68
48,01:45,17.79
48,02:00,15.53
48,02:15,17.05
48,02:30,18.00
48,02:45,21.11
48,03:00,18.74
48,03:15,23.96
48,03:30,24.69
48,03:45,23.96
48,04:00,20.69
48,04:15,20.59
48,04:30,19.59
48,04:45,27.75
48,05:00,22.43
48,05:15,24.43
48,05:30,21.11
48,05:45,14.68
48,06:00,14.10
48,06:15,12.99
48,06:30,6.93
48,06:45,8.09
48,07:00,2.61
48,07:15,4.87
48,07:30,4.14
48,07:45,1.51
48,08:00,2.87
48,08:15,6.98
48,08:30,6.35
48,08:45,5.46
48,09:00,11.41
48,09:15,13.73
48,09:30,15.84
48,09:45,15.53
48,10:00,16.58
48,10:15,15.47
48,10:30,11.84
48,10:45,18.16
48,11:00,14.47
48,11:15,15.79
48,11:30,11.73
48,11:45,16.94
48,12:00,17.79
48,12:15,17.31
48,12:30,16.31
48,12:45,13.68
48,13:00,14.10
48,13:15,16.27
48,13:30,21.80
48,13:45,17.27
48,14:00,20.59
48,14:15,15.42
48,14:30,16.53
48,14:45,27.23
48,15:00,25.38
48,15:15,30.29
48,15:30,25.80
48,15:45,24.28
48,16:00,26.17
48,16:15,28.34
48,16:30,27.97
48,16:45,29.07
48,17:00,31.81
48,17:15,31.81
48,17:30,31.44
48,17:45,26.65
48,18:00,28.81
48,18:15,25.80
48,18:30,22.59
48,18:45,20.37
48,19:00,20.00
48,19:15,21.11
48,19:30,16.63
48,19:45,23.69
48,20:00,24.32
48,20:15,18.00
48,20:30,18.37
48,20:45,15.16
48,21:00,20.22
48,21:15,22.54
48,21:30,27.38
48,21:45,32.03
48,22:00,31.29
48,22:15,32.76
48,22:30,36.93
48,22:45,48.00
48,23:00,49.52
48,23:15,43.94
48,23:30,43.20
48,23:45,44.73
49,00:00,43.14
49,00:15,37.56
49,00:30,33.13
49,00:45,35.35
49,01:00,33.66
49,01:15,31.29
49,01:30,40.56
49,01:45,41.41
49,02:00,39.56
49,02:15,38.67
49,02:30,37.56
49,02:45,38.41
49,03:00,40.56
49,03:15,32.03
49,03:30,39.08
49,03:45,33.61
49,04:00,37.56
49,04:15,39.77
49,04:30,37.61
49,04:45,43.51
49,05:00,42.51
49,05:15,36.19
49,05:30,30.55
49,05:45,36.98
49,06:00,33.92
49,06:15,28.70
49,06:30,28.70
49,06:45,30.55
49,07:00,30.34
49,07:15,34.61
49,07:30,43.25
49,07:45,49.42
49,08:00,51.74
49,08:15,47.89
49,08:30,47.68
49,08:45,42.04
49,09:00,40.19
49,09:15,43.99
49,09:30,44.36
49,09:45,39.93
49,10:00,33.55
49,10:15,28.44
49,10:30,33.55
49,10:45,38.41
49,11:00,36.19
49,11:15,41.04
49,11:30,35.45
49,11:45,33.98
49,12:00,34.39
49,12:15,30.60
49,12:30,26.28
49,12:45,24.80
49,13:00,23.69
49,13:15,22.85
49,13:30,25.54
49,13:45,31.39
49,14:00,32.76
49,14:15,38.82
49,14:30,39.56
49,14:45,33.87
49,15:00,35.72
49,15:15,34.61
49,15:30,32.81
49,15:45,39.56
49,16:00,38.45
49,16:15,35.82
49,16:30,38.35
49,16:45,30.29
49,17:00,26.86
49,17:15,28.38
49,17:30,23.96
49,17:45,14.31
49,18:00,12.10
49,18:15,11.52
49,18:30,8.78
49,18:45,9.30
49,19:00,9.67
49,19:15,9.30
49,19:30,8.56
49,19:45,9.67
49,20:00,8.78
49,20:15,10.41
49,20:30,6.93
49,20:45,6.20
49,21:00,5.46
49,21:15,3.72
49,21:30,9.20
49,21:45,5.46
49,22:00,2.61
49,22:15,4.09
49,22:30,7.83
49,22:45,7.35
49,23:00,7.83
49,23:15,8.83
49,23:30,5.56
49,23:45,3.61
50,00:00,2.87
50,00:15,5.98
50,00:30,8.09
50,00:45,8.83
50,01:00,6.20
50,01:15,7.04
50,01:30,8.04
50,01:45,7.83
50,02:00,7.09
50,02:15,5.09
50,02:30,4.72
50,02:45,3.72
50,03:00,6.93
50,03:15,13.62
50,03:30,14.84
50,03:45,20.74
50,04:00,22.85
50,04:15,17.63
50,04:30,14.05
50,04:45,17.79
50,05:00,13.68
50,05:15,15.94
50,05:30,13.58
50,05:45,12.99
50,06:00,14.05
50,06:15,19.90
50,06:30,15.42
50,06:45,16.58
50,07:00,12.84
50,07:15,9.99
50,07:30,9.89
50,07:45,9.52
50,08:00,15.58
50,08:15,10.99
50,08:30,12.99
50,08:45,15.10
50,09:00,12.15
50,09:15,11.36
50,09:30,15.47
50,09:45,16.94
50,10:00,27.38
50,10:15,34.61
50,10:30,31.81
50,10:45,31.70
50,11:00,21.06
50,11:15,18.90
50,11:30,10.36
50,11:45,10.99
50,12:00,9.89
50,12:15,13.99
50,12:30,6.56
50,12:45,12.15
50,13:00,7.78
50,13:15,12.47
50,13:30,13.94
50,13:45,12.84
50,14:00,8.52
50,14:15,2.51
50,14:30,7.35
50,14:45,6.61
50,15:00,8.20
50,15:15,8.83
50,15:30,5.24
50,15:45,7.72
50,16:00,4.72
50,16:15,4.83
50,16:30,3.61
50,16:45,3.24
50,17:00,5.24
50,17:15,2.61
50,17:30,5.83
50,17:45,7.83
50,18:00,5.09
50,18:15,6.56
50,18:30,8.93
50,18:45,7.04
50,19:00,10.67
50,19:15,8.78
50,19:30,9.89
50,19:45,13.21
50,20:00,9.99
50,20:15,11.78
50,20:30,7.30
50,20:45,9.15
50,21:00,15.10
50,21:15,10.62
50,21:30,17.68
50,21:45,13.94
50,22:00,13.58
50,22:15,17.05
50,22:30,13.21
50,22:45,13.21
50,23:00,12.21
50,23:15,16.68
50,23:30,14.68
50,23:45,13.68
51,00:00,13.94
51,00:15,11.47
51,00:30,16.31
51,00:45,18.79
51,01:00,17.27
51,01:15,23.32
51,01:30,22.22
51,01:45,20.59
51,02:00,25.17
51,02:15,21.06
51,02:30,22.48
51,02:45,17.00
51,03:00,20.63
51,03:15,18.90
51,03:30,19.16
51,03:45,21.85
51,04:00,18.00
51,04:15,21.74
51,04:30,19.85
51,04:45,22.59
51,05:00,20.59
51,05:15,20.74
51,05:30,13.31
51,05:45,14.68
51,06:00,9.99
51,06:15,13.99
51,06:30,10.78
51,06:45,10.41
51,07:00,9.30
51,07:15,10.78
51,07:30,9.15
51,07:45,9.15
51,08:00,11.41
51,08:15,12.10
51,08:30,14.36
51,08:45,14.36
51,09:00,8.52
51,09:15,8.78
51,09:30,8.15
51,09:45,14.36
51,10:00,10.36
51,10:15,15.21
51,10:30,15.58
51,10:45,17.79
51,11:00,16.58
51,11:15,11.73
51,11:30,10.25
51,11:45,13.25
51,12:00,11.89
51,12:15,12.84
51,12:30,20.63
51,12:45,22.59
51,13:00,22.43
51,13:15,16.63
51,13:30,21.69
51,13:45,25.12
51,14:00,21.43
51,14:15,23.54
51,14:30,28.34
51,14:45,25.75
51,15:00,25.06
51,15:15,24.65
51,15:30,25.43
51,15:45,22.06
51,16:00,23.91
51,16:15,25.43
51,16:30,26.49
51,16:45,28.81
51,17:00,29.60
51,17:15,28.49
51,17:30,32.03
51,17:45,32.55
51,18:00,27.97
51,18:15,28.01
51,18:30,23.17
51,18:45,23.32
51,19:00,22.54
51,19:15,22.59
51,19:30,26.54
51,19:45,21.80
51,20:00,23.17
51,20:15,32.18
51,20:30,29.18
51,20:45,40.88
51,21:00,37.67
51,21:15,32.03
51,21:30,35.82
51,21:45,39.19
51,22:00,31.03
51,22:15,39.93
51,22:30,36.61
51,22:45,31.81
51,23:00,27.75
51,23:15,30.23
51,23:30,29.86
51,23:45,21.43
52,00:00,25.75
52,00:15,26.49
52,00:30,27.23
52,00:45,24.65
52,01:00,26.49
52,01:15,26.65
52,01:30,20.96
52,01:45,23.32
52,02:00,29.97
52,02:15,18.85
52,02:30,21.48
52,02:45,22.96
52,03:00,24.06
52,03:15,22.80
52,03:30,19.11
52,03:45,31.07
52,04:00,25.01
52,04:15,27.23
52,04:30,21.80
52,04:45,26.28
52,05:00,25.06
52,05:15,22.48
52,05:30,17.63
52,05:45,14.47
52,06:00,12.25
52,06:15,6.56
52,06:30,7.30
52,06:45,8.56
52,07:00,10.04
52,07:15,6.35
52,07:30,9.30
52,07:45,8.93
52,08:00,9.15
52,08:15,14.84
52,08:30,12.84
52,08:45,14.47
52,09:00,10.73
52,09:15,10.62
52,09:30,12.10
52,09:45,14.47
52,10:00,7.78
52,10:15,12.99
52,10:30,14.36
52,10:45,8.15
52,11:00,9.52
52,11:15,6.30
52,11:30,10.41
52,11:45,12.62
52,12:00,7.67
52,12:15,9.52
52,12:30,7.41
52,12:45,10.04
52,13:00,8.41
52,13:15,8.20
52,13:30,7.67
52,13:45,8.93
52,14:00,8.52
52,14:15,14.84
52,14:30,12.10
52,14:45,12.10
52,15:00,13.68
52,15:15,16.31
52,15:30,18.00
52,15:45,20.00
52,16:00,18.90
52,16:15,18.37
52,16:30,18.00
52,16:45,18.42
52,17:00,18.90
52,17:15,15.84
52,17:30,15.21
52,17:45,15.10
52,18:00,13.62
52,18:15,11.78
52,18:30,10.25
52,18:45,12.62
52,19:00,9.25
52,19:15,10.78
52,19:30,13.25
52,19:45,10.62
52,20:00,15.21
52,20:15,18.53
52,20:30,17.79
52,20:45,16.90
52,21:00,15.94
52,21:15,13.94
52,21:30,12.58
52,21:45,12.47
52,22:00,15.79
52,22:15,19.90
52,22:30,20.59
52,22:45,24.28
52,23:00,32.44
52,23:15,29.81
52,23:30,26.12
52,23:45,26.54
53,00:00,24.43
53,00:15,21.11
53,00:30,19.27
53,00:45,20.00
53,01:00,17.27
53,01:15,17.42
53,01:30,14.68
53,01:45,10.62
53,02:00,9.52
53,02:15,11.89
53,02:30,7.04
53,02:45,12.52
53,03:00,9.89
53,03:15,8.52
53,03:30,13.62
53,03:45,10.62
53,04:00,15.47
53,04:15,17.31
53,04:30,15.79
53,04:45,18.79
53,05:00,19.53
53,05:15,20.00
53,05:30,21.11
53,05:45,16.53
53,06:00,15.42
53,06:15,13.73
53,06:30,9.89
53,06:45,16.21
53,07:00,11.52
53,07:15,8.56
53,07:30,5.20
53,07:45,12.15
53,08:00,10.78
53,08:15,13.25
53,08:30,12.25
53,08:45,13.99
53,09:00,13.73
53,09:15,13.99
53,09:30,12.62
53,09:45,21.69
53,10:00,25.06
53,10:15,25.43
53,10:30,22.96
53,10:45,25.43
53,11:00,21.32
53,11:15,21.80
53,11:30,22.91
53,11:45,26.49
53,12:00,21.69
53,12:15,25.01
53,12:30,24.38
53,12:45,27.28
53,13:00,25.54
53,13:15,21.85
53,13:30,21.80
53,13:45,21.48
53,14:00,34.66
53,14:15,28.81
53,14:30,31.70
53,14:45,41.30
53,15:00,37.35
53,15:15,32.18
53,15:30,33.29
53,15:45,32.55
53,16:00,29.23
53,16:15,25.17
53,16:30,25.54
53,16:45,23.54
53,17:00,21.43
53,17:15,18.37
53,17:30,20.22
53,17:45,21.74
53,18:00,15.16
53,18:15,19.63
53,18:30,17.27
53,18:45,15.90
53,19:00,14.05
53,19:15,16.27
53,19:30,21.00
53,19:45,19.48
53,20:00,22.59
53,20:15,23.96
53,20:30,22.91
53,20:45,21.32
53,21:00,20.22
53,21:15,19.11
53,21:30,21.11
53,21:45,19.11
53,22:00,20.74
53,22:15,18.90
53,22:30,15.90
53,22:45,15.42
53,23:00,20.27
53,23:15,14.42
53,23:30,16.27
53,23:45,18.79
54,00:00,20.00
54,00:15,14.05
54,00:30,17.27
54,00:45,17.00
54,01:00,21.37
54,01:15,18.00
54,01:30,21.37
54,01:45,19.63
54,02:00,19.27
54,02:15,15.53
54,02:30,16.16
54,02:45,18.53
54,03:00,18.37
54,03:15,19.16
54,03:30,18.42
54,03:45,17.05
54,04:00,17.68
54,04:15,14.10
54,04:30,12.58
54,04:45,11.47
54,05:00,11.73
54,05:15,10.99
54,05:30,11.89
54,05:45,11.04
54,06:00,5.93
54,06:15,5.93
54,06:30,4.46
54,06:45,7.09
54,07:00,6.98
54,07:15,6.35
54,07:30,7.72
54,07:45,5.98
54,08:00,5.24
54,08:15,2.51
54,08:30,5.14
54,08:45,5.87
54,09:00,2.24
54,09:15,2.87
54,09:30,2.98
54,09:45,7.09
54,10:00,8.46
54,10:15,6.93
54,10:30,6.56
54,10:45,8.83
54,11:00,8.20
54,11:15,6.56
54,11:30,9.30
54,11:45,10.30
54,12:00,5.93
54,12:15,6.56
54,12:30,8.09
54,12:45,4.72
54,13:00,6.35
54,13:15,3.98
54,13:30,5.98
54,13:45,6.72
54,14:00,4.72
54,14:15,3.61
54,14:30,5.24
54,14:45,2.87
54,15:00,1.87
54,15:15,5.14
54,15:30,5.14
54,15:45,2.51
54,16:00,5.51
54,16:15,2.51
54,16:30,5.51
54,16:45,4.51
54,17:00,2.14
54,17:15,4.77
54,17:30,3.77
54,17:45,1.77
54,18:00,4.77
54,18:15,3.77
54,18:30,2.14
54,18:45,4.14
54,19:00,5.87
54,19:15,3.61
54,19:30,2.61
54,19:45,5.98
54,20:00,4.09
54,20:15,8.20
54,20:30,10.30
54,20:45,8.04
54,21:00,9.30
54,21:15,7.30
54,21:30,8.56
54,21:45,8.93
54,22:00,6.93
54,22:15,7.30
54,22:30,8.93
54,22:45,5.93
54,23:00,7.67
54,23:15,9.30
54,23:30,6.30
54,23:45,8.93
55,00:00,6.56
55,00:15,8.93
55,00:30,9.56
55,00:45,5.83
55,01:00,8.04
55,01:15,9.20
55,01:30,11.89
55,01:45,11.41
55,02:00,9.15
55,02:15,11.10
55,02:30,14.10
55,02:45,12.21
55,03:00,12.62
55,03:15,12.62
55,03:30,10.25
55,03:45,11.73
55,04:00,12.25
55,04:15,14.84
55,04:30,14.31
55,04:45,16.31
55,05:00,16.53
55,05:15,15.42
55,05:30,15.58
55,05:45,12.84
55,06:00,14.36
55,06:15,12.89
55,06:30,11.52
55,06:45,10.67
55,07:00,4.83
55,07:15,5.83
55,07:30,2.61
55,07:45,5.61
55,08:00,6.61
55,08:15,3.61
55,08:30,6.24
55,08:45,2.51
55,09:00,1.51
55,09:15,5.51
55,09:30,2.87
55,09:45,5.24
55,10:00,6.61
55,10:15,8.09
55,10:30,5.46
55,10:45,8.56
55,11:00,5.56
55,11:15,13.62
55,11:30,20.63
55,11:45,20.59
55,12:00,25.38
55,12:15,20.74
55,12:30,18.53
55,12:45,23.59
55,13:00,21.11
55,13:15,21.69
55,13:30,18.74
55,13:45,16.53
55,14:00,17.63
55,14:15,10.62
55,14:30,16.58
55,14:45,14.73
55,15:00,11.15
55,15:15,11.89
55,15:30,23.22
55,15:45,15.16
55,16:00,17.31
55,16:15,10.30
55,16:30,7.30
55,16:45,9.20
55,17:00,5.46
55,17:15,8.04
55,17:30,16.94
55,17:45,30.18
55,18:00,24.65
55,18:15,20.74
55,18:30,13.99
55,18:45,7.41
55,19:00,11.04
55,19:15,10.41
55,19:30,11.89
55,19:45,9.67
55,20:00,8.56
55,20:15,7.67
55,20:30,7.30
55,20:45,6.56
55,21:00,9.30
55,21:15,11.52
55,21:30,12.10
55,21:45,12.99
55,22:00,10.25
55,22:15,10.62
55,22:30,15.58
55,22:45,15.94
55,23:00,15.42
55,23:15,19.11
55,23:30,19.63
55,23:45,18.90
56,00:00,19.27
56,00:15,18.00
56,00:30,15.05
56,00:45,17.05
56,01:00,17.63
56,01:15,17.74
56,01:30,17.37
56,01:45,20.59
56,02:00,25.43
56,02:15,23.32
56,02:30,20.69
56,02:45,19.59
56,03:00,24.06
56,03:15,19.16
56,03:30,22.59
56,03:45,15.42
56,04:00,20.27
56,04:15,21.37
56,04:30,17.00
56,04:45,18.90
56,05:00,14.79
56,05:15,17.79
56,05:30,18.11
56,05:45,17.63
56,06:00,22.22
56,06:15,18.74
56,06:30,12.58
56,06:45,12.25
56,07:00,15.58
56,07:15,13.21
56,07:30,12.99
56,07:45,13.62
56,08:00,12.99
56,08:15,12.25
56,08:30,9.62
56,08:45,13.36
56,09:00,11.89
56,09:15,10.78
56,09:30,6.93
56,09:45,7.67
56,10:00,9.30
56,10:15,8.20
56,10:30,9.20
56,10:45,9.20
56,11:00,11.89
56,11:15,8.89
56,11:30,9.30
56,11:45,9.30
56,12:00,11.04
56,12:15,8.04
56,12:30,9.30
56,12:45,10.62
56,13:00,10.62
56,13:15,13.99
56,13:30,13.21
56,13:45,15.05
56,14:00,12.94
56,14:15,15.84
56,14:30,11.41
56,14:45,18.74
56,15:00,29.97
56,15:15,30.55
56,15:30,36.93
56,15:45,35.82
56,16:00,36.13
56,16:15,31.07
56,16:30,32.39
56,16:45,37.35
56,17:00,29.12
56,17:15,21.85
56,17:30,20.32
56,17:45,22.59
56,18:00,19.27
56,18:15,20.96
56,18:30,22.91
56,18:45,24.80
56,19:00,20.69
56,19:15,19.48
56,19:30,22.96
56,19:45,21.85
56,20:00,20.22
56,20:15,22.54
56,20:30,26.65
56,20:45,20.74
56,21:00,18.37
56,21:15,16.90
56,21:30,20.00
56,21:45,16.63
56,22:00,18.00
56,22:15,20.37
56,22:30,21.11
56,22:45,16.53
56,23:00,18.42
56,23:15,20.74
56,23:30,21.74
56,23:45,20.63
57,00:00,20.96
57,00:15,21.85
57,00:30,20.74
57,00:45,19.59
57,01:00,14.42
57,01:15,15.84
57,01:30,15.94
57,01:45,17.79
57,02:00,17.42
57,02:15,13.31
57,02:30,18.79
57,02:45,21.00
57,03:00,21.37
57,03:15,19.63
57,03:30,17.37
57,03:45,17.74
57,04:00,18.16
57,04:15,15.94
57,04:30,10.73
57,04:45,8.52
57,05:00,10.41
57,05:15,6.56
57,05:30,5.56
57,05:45,7.83
57,06:00,3.72
57,06:15,6.72
57,06:30,7.35
57,06:45,3.72
57,07:00,4.72
57,07:15,3.98
57,07:30,4.51
57,07:45,5.14
57,08:00,1.14
57,08:15,1.51
57,08:30,5.14
57,08:45,1.51
57,09:00,5.51
57,09:15,2.51
57,09:30,2.51
57,09:45,5.51
57,10:00,6.72
57,10:15,8.09
57,10:30,6.35
57,10:45,4.72
57,11:00,7.09
57,11:15,5.83
57,11:30,3.35
57,11:45,7.09
57,12:00,7.46
57,12:15,11.04
57,12:30,5.83
57,12:45,7.09
57,13:00,7.09
57,13:15,3.72
57,13:30,12.15
57,13:45,13.73
57,14:00,12.89
57,14:15,6.93
57,14:30,4.72
57,14:45,7.09
57,15:00,6.56
57,15:15,5.83
57,15:30,5.98
57,15:45,3.61
57,16:00,2.87
57,16:15,2.87
57,16:30,5.98
57,16:45,5.87
57,17:00,6.61
57,17:15,5.87
57,17:30,3.61
57,17:45,7.35
57,18:00,2.98
57,18:15,3.24
57,18:30,5.61
57,18:45,4.87
57,19:00,2.87
57,19:15,4.51
57,19:30,1.87
57,19:45,4.14
57,20:00,4.77
57,20:15,1.40
57,20:30,5.14
57,20:45,3.77
57,21:00,1.77
57,21:15,3.77
57,21:30,4.77
57,21:45,4.40
57,22:00,3.77
57,22:15,1.40
57,22:30,0.77
57,22:45,0.40
57,23:00,3.40
57,23:15,1.40
57,23:30,1.77
57,23:45,1.77
58,00:00,4.51
58,00:15,3.35
58,00:30,5.46
58,00:45,8.20
58,01:00,5.20
58,01:15,7.41
58,01:30,8.78
58,01:45,11.89
58,02:00,10.78
58,02:15,11.52
58,02:30,12.62
58,02:45,11.84
58,03:00,14.47
58,03:15,12.10
58,03:30,11.73
58,03:45,10.62
58,04:00,10.99
58,04:15,11.15
58,04:30,12.89
58,04:45,8.41
58,05:00,11.89
58,05:15,9.62
58,05:30,12.25
58,05:45,6.93
58,06:00,9.30
58,06:15,5.09
58,06:30,5.09
58,06:45,2.98
58,07:00,6.24
58,07:15,3.98
58,07:30,3.35
58,07:45,4.72
58,08:00,7.46
58,08:15,4.46
58,08:30,5.20
58,08:45,8.93
58,09:00,9.30
58,09:15,10.41
58,09:30,9.67
58,09:45,12.15
58,10:00,11.15
58,10:15,10.99
58,10:30,15.05
58,10:45,16.53
58,11:00,19.16
58,11:15,13.31
58,11:30,20.22
58,11:45,20.59
58,12:00,18.37
58,12:15,18.48
58,12:30,19.63
58,12:45,15.21
58,13:00,17.63
58,13:15,17.00
58,13:30,25.91
58,13:45,27.34
58,14:00,34.24
58,14:15,40.56
58,14:30,44.99
58,14:45,42.14
58,15:00,41.25
58,15:15,36.61
58,15:30,40.62
58,15:45,39.41
58,16:00,36.45
58,16:15,39.77
58,16:30,40.51
58,16:45,41.99
58,17:00,36.08
58,17:15,36.50
58,17:30,29.60
58,17:45,26.28
58,18:00,22.54
58,18:15,10.99
58,18:30,13.94
58,18:45,13.73
58,19:00,13.68
58,19:15,15.84
58,19:30,14.42
58,19:45,18.11
58,20:00,27.23
58,20:15,29.55
58,20:30,34.03
58,20:45,39.08
58,21:00,35.13
58,21:15,43.62
58,21:30,37.56
58,21:45,36.45
58,22:00,36.87
58,22:15,29.44
58,22:30,22.80
58,22:45,25.54
58,23:00,22.59
58,23:15,17.27
58,23:30,14.68
58,23:45,12.58
59,00:00,12.21
59,00:15,12.89
59,00:30,5.56
59,00:45,6.67
59,01:00,10.04
59,01:15,8.83
59,01:30,7.35
59,01:45,7.35
59,02:00,7.72
59,02:15,4.35
59,02:30,7.35
59,02:45,4.72
59,03:00,8.20
59,03:15,6.30
59,03:30,8.09
59,03:45,6.24
59,04:00,4.14
59,04:15,3.77
59,04:30,5.46
59,04:45,10.99
59,05:00,8.56
59,05:15,4.46
59,05:30,2.51
59,05:45,0.77
59,06:00,1.77
59,06:15,4.14
59,06:30,5.14
59,06:45,4.87
59,07:00,2.14
59,07:15,2.87
59,07:30,2.24
59,07:45,4.72
59,08:00,5.46
59,08:15,6.56
59,08:30,10.78
59,08:45,12.10
59,09:00,16.58
59,09:15,17.31
59,09:30,13.31
59,09:45,13.73
59,10:00,10.73
59,10:15,14.36
59,10:30,14.10
59,10:45,14.68
59,11:00,14.10
59,11:15,11.84
59,11:30,24.43
59,11:45,24.01
59,12:00,22.80
59,12:15,19.48
59,12:30,21.48
59,12:45,18.53
59,13:00,21.11
59,13:15,22.06
59,13:30,15.42
59,13:45,18.11
59,14:00,18.37
59,14:15,27.75
59,14:30,26.86
59,14:45,30.92
59,15:00,36.87
59,15:15,29.92
59,15:30,32.92
59,15:45,32.92
59,16:00,47.52
59,16:15,50.48
59,16:30,50.52
59,16:45,41.30
59,17:00,36.82
59,17:15,48.68
59,17:30,42.10
59,17:45,39.04
59,18:00,42.36
59,18:15,40.88
59,18:30,41.67
59,18:45,38.45
59,19:00,31.07
59,19:15,24.01
59,19:30,27.75
59,19:45,34.76
59,20:00,46.05
59,20:15,47.15
59,20:30,36.98
59,20:45,38.08
59,21:00,29.92
59,21:15,38.04
59,21:30,36.19
59,21:45,51.26
59,22:00,44.20
59,22:15,46.79
59,22:30,41.25
59,22:45,54.53
59,23:00,37.19
59,23:15,32.13
59,23:30,29.44
59,23:45,25.86
60,00:00,26.49
60,00:15,28.12
60,00:30,30.23
60,00:45,28.34
60,01:00,31.81
60,01:15,35.76
60,01:30,37.67
60,01:45,44.36
60,02:00,55.32
60,02:15,52.80
60,02:30,52.06
60,02:45,66.39
60,03:00,72.77
60,03:15,70.45
60,03:30,62.28
60,03:45,63.76
60,04:00,57.49
60,04:15,61.59
60,04:30,60.22
60,04:45,58.75
60,05:00,56.17
60,05:15,54.32
60,05:30,48.26
60,05:45,47.68
60,06:00,63.39
60,06:15,62.70
60,06:30,55.01
60,06:45,53.58
60,07:00,39.88
60,07:15,37.24
60,07:30,38.30
60,07:45,45.83
60,08:00,45.36
60,08:15,59.49
60,08:30,64.65
60,08:45,60.55
60,09:00,60.59
60,09:15,57.12
60,09:30,49.15
60,09:45,48.79
60,10:00,49.11
60,10:15,61.59
60,10:30,56.38
60,10:45,54.69
60,11:00,56.01
60,11:15,61.70
60,11:30,61.33
60,11:45,50.26
60,12:00,51.63
60,12:15,46.57
60,12:30,56.49
60,12:45,62.02
60,13:00,60.18
60,13:15,55.64
60,13:30,66.76
60,13:45,65.24
60,14:00,67.08
60,14:15,50.95
60,14:30,61.33
60,14:45,57.64
60,15:00,63.44
60,15:15,64.13
60,15:30,64.50
60,15:45,65.60
60,16:00,62.33
60,16:15,56.06
60,16:30,48.63
60,16:45,54.53
60,17:00,45.46
60,17:15,46.79
60,17:30,43.20
60,17:45,34.61
60,18:00,24.65
60,18:15,25.01
60,18:30,21.48
60,18:45,12.21
60,19:00,12.99
60,19:15,9.52
60,19:30,7.04
60,19:45,8.41
60,20:00,7.67
